TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Residential/Other,2015,4,25,17,0,11XX LAURIER AVE,Shaughnessy,490415.8891,5455331.8225
Break and Enter Residential/Other,2011,4,19,11,45,11XX LAURIER AVE,Shaughnessy,490421.5005,5455331.6658
Break and Enter Residential/Other,2018,6,21,1,10,11XX LAURIER AVE,Shaughnessy,490430.915,5455331.4027
Break and Enter Residential/Other,2018,1,30,18,45,11XX LAURIER AVE,Shaughnessy,490431.1703,5455340.5432
Break and Enter Residential/Other,2020,3,13,21,0,11XX MATTHEWS AVE,Shaughnessy,490336.7313,5455659.8439
Break and Enter Residential/Other,2022,3,11,7,30,11XX MATTHEWS AVE,Shaughnessy,490336.7313,5455659.8439
Break and Enter Residential/Other,2015,12,1,7,0,11XX NANTON AVE,Shaughnessy,490421.8414,5454848.0403
Break and Enter Residential/Other,2004,1,16,11,41,11XX NANTON AVE,Shaughnessy,490424.9208,5454857.1327
Break and Enter Residential/Other,2009,11,13,17,0,11XX NANTON AVE,Shaughnessy,490424.9208,5454857.1327
Break and Enter Residential/Other,2009,9,22,15,56,11XX NANTON AVE,Shaughnessy,490436.4535,5454847.7893
Break and Enter Residential/Other,2005,3,12,20,49,11XX NANTON AVE,Shaughnessy,490480.2899,5454847.0365
Break and Enter Residential/Other,2005,12,31,16,57,11XX NANTON AVE,Shaughnessy,490506.7487,5454855.7275
Break and Enter Residential/Other,2005,11,7,11,0,11XX RICHELIEU AVE,Shaughnessy,490573.126,5455969.1999
Break and Enter Residential/Other,2016,5,20,11,45,11XX RICHELIEU AVE,Shaughnessy,490604.3103,5455931.5519
Break and Enter Residential/Other,2011,6,20,17,15,11XX W 16TH AVE,Shaughnessy,490595.673,5456034.8909
Break and Enter Residential/Other,2014,12,13,21,30,11XX W 26TH AVE,Shaughnessy,490413.0879,5455062.6037
Break and Enter Residential/Other,2019,5,18,5,0,11XX W 26TH AVE,Shaughnessy,490413.0879,5455062.6037
Break and Enter Residential/Other,2011,4,9,0,0,11XX W 26TH AVE,Shaughnessy,490471.5173,5455061.1222
Break and Enter Residential/Other,2003,7,9,6,45,11XX W 26TH AVE,Shaughnessy,490488.8143,5455051.5367
Break and Enter Residential/Other,2011,7,1,16,0,11XX W 26TH AVE,Shaughnessy,490488.8143,5455051.5367
Break and Enter Residential/Other,2010,12,14,11,45,11XX W 26TH AVE,Shaughnessy,490494.8891,5455060.5296
Break and Enter Residential/Other,2018,4,20,18,2,11XX W 26TH AVE,Shaughnessy,490513.9037,5455050.9004
Break and Enter Residential/Other,2022,6,30,9,5,11XX W 26TH AVE,Shaughnessy,490513.9037,5455050.9004
Break and Enter Residential/Other,2020,12,1,15,0,11XX W 27TH AVE,Shaughnessy,490421.1375,5454955.6439
Break and Enter Residential/Other,2021,8,8,23,0,11XX W 27TH AVE,Shaughnessy,490424.8853,5454964.558
Break and Enter Residential/Other,2013,3,7,14,45,11XX W 27TH AVE,Shaughnessy,490427.4274,5454964.388
Break and Enter Residential/Other,2015,11,16,20,30,11XX W 27TH AVE,Shaughnessy,490438.5568,5454954.4803
Break and Enter Residential/Other,2004,6,3,10,15,11XX W 27TH AVE,Shaughnessy,490485.5117,5454951.3443
Break and Enter Residential/Other,2003,7,7,7,0,11XX W 27TH AVE,Shaughnessy,490489.0557,5454960.272
Break and Enter Residential/Other,2003,4,14,4,0,11XX W 27TH AVE,Shaughnessy,490509.5985,5454958.9
Break and Enter Residential/Other,2005,4,6,6,45,11XX W 29TH AVE,Shaughnessy,490402.3439,5454750.3573
Break and Enter Residential/Other,2019,3,8,13,6,11XX W 29TH AVE,Shaughnessy,490432.6022,5454747.3585
Break and Enter Residential/Other,2015,5,19,9,12,11XX W 29TH AVE,Shaughnessy,490460.3458,5454745.6289
Break and Enter Residential/Other,2016,9,11,7,52,11XX W 29TH AVE,Shaughnessy,490460.3458,5454745.6289
Break and Enter Residential/Other,2015,8,24,12,30,11XX W 29TH AVE,Shaughnessy,490489.302,5454743.8241
Break and Enter Residential/Other,2020,8,12,22,40,11XX W 29TH AVE,Shaughnessy,490490.5669,5454752.9072
Break and Enter Residential/Other,2005,2,13,9,48,11XX W 32ND AVE,Shaughnessy,490332.4864,5454484.1703
Break and Enter Residential/Other,2019,12,29,0,0,11XX W 32ND AVE,Shaughnessy,490335.5868,5454482.8571
Break and Enter Residential/Other,2007,2,27,3,0,11XX W 32ND AVE,Shaughnessy,490340.4543,5454480.7962
Break and Enter Residential/Other,2012,6,14,12,0,11XX W 32ND AVE,Shaughnessy,490359.9556,5454482.4684
Break and Enter Residential/Other,2016,5,10,10,30,11XX W 32ND AVE,Shaughnessy,490359.9556,5454482.4684
Break and Enter Residential/Other,2017,1,11,11,0,11XX W 32ND AVE,Shaughnessy,490414.7873,5454449.32
Break and Enter Residential/Other,2013,1,6,17,0,11XX W 32ND AVE,Shaughnessy,490416.1494,5454448.7429
Break and Enter Residential/Other,2016,12,6,18,0,11XX W 32ND AVE,Shaughnessy,490431.6668,5454452.1021
Break and Enter Residential/Other,2022,7,24,19,15,11XX W 32ND AVE,Shaughnessy,490439.798,5454438.7293
Break and Enter Residential/Other,2015,10,31,16,0,11XX W 32ND AVE,Shaughnessy,490466.7631,5454437.3911
Break and Enter Residential/Other,2021,5,12,8,0,11XX W 32ND AVE,Shaughnessy,490467.6677,5454437.1981
Break and Enter Residential/Other,2019,4,22,13,0,11XX W 32ND AVE,Shaughnessy,490497.9224,5454430.7231
Break and Enter Residential/Other,2020,1,22,9,47,11XX W 32ND AVE,Shaughnessy,490513.3,5454427.4317
Break and Enter Residential/Other,2012,3,25,23,0,11XX W 33RD AVE,Shaughnessy,490391.7975,5454317.5164
Break and Enter Residential/Other,2019,7,14,10,45,11XX W 33RD AVE,Shaughnessy,490438.3953,5454323.8866
Break and Enter Residential/Other,2003,1,27,11,41,11XX W 33RD AVE,Shaughnessy,490439.3713,5454323.828
Break and Enter Residential/Other,2018,7,10,17,0,11XX W 33RD AVE,Shaughnessy,490447.2009,5454314.1989
Break and Enter Residential/Other,2018,8,13,19,0,11XX W 33RD AVE,Shaughnessy,490447.2009,5454314.1989
Break and Enter Residential/Other,2016,6,17,15,0,11XX W 33RD AVE,Shaughnessy,490462.8848,5454322.42
Break and Enter Residential/Other,2016,7,15,10,30,11XX W 33RD AVE,Shaughnessy,490462.8848,5454322.42
Break and Enter Residential/Other,2017,5,13,0,0,11XX W 33RD AVE,Shaughnessy,490493.2843,5454320.5996
Break and Enter Residential/Other,2003,5,10,21,0,11XX W 33RD AVE,Shaughnessy,490506.4263,5454310.6522
Break and Enter Residential/Other,2003,9,10,0,10,11XX W 33RD AVE,Shaughnessy,490506.4263,5454310.6522
Break and Enter Residential/Other,2011,3,16,6,37,11XX W 33RD AVE,Shaughnessy,490506.4263,5454310.6522
Break and Enter Residential/Other,2022,5,11,16,0,11XX W 33RD AVE,Shaughnessy,490511.7569,5454310.333
Break and Enter Residential/Other,2022,7,12,16,30,11XX W 33RD AVE,Shaughnessy,490511.7569,5454310.333
Break and Enter Residential/Other,2005,1,31,20,0,11XX W 33RD AVE,Shaughnessy,490512.8512,5454319.4279
Break and Enter Residential/Other,2015,4,17,13,0,11XX W 33RD AVE,Shaughnessy,490512.8512,5454319.4279
Break and Enter Residential/Other,2017,8,1,17,0,11XX W 33RD AVE,Shaughnessy,490518.6432,5454319.0811
Break and Enter Residential/Other,2003,5,29,12,0,11XX W 37TH AVE,Shaughnessy,490395.2594,5453893.0139
Break and Enter Residential/Other,2004,2,7,7,0,11XX W 37TH AVE,Shaughnessy,490397.128,5453892.9168
Break and Enter Residential/Other,2006,2,22,7,0,11XX W 37TH AVE,Shaughnessy,490397.128,5453892.9168
Break and Enter Residential/Other,2006,3,13,4,18,11XX W 37TH AVE,Shaughnessy,490397.128,5453892.9168
Break and Enter Residential/Other,2018,6,4,10,47,11XX W 37TH AVE,Shaughnessy,490413.432,5453892.0713
Break and Enter Residential/Other,2018,6,13,8,0,11XX W 37TH AVE,Shaughnessy,490413.432,5453892.0713
Break and Enter Residential/Other,2010,11,21,10,30,11XX W 37TH AVE,Shaughnessy,490414.5273,5453892.0143
Break and Enter Residential/Other,2011,4,24,12,0,11XX W 37TH AVE,Shaughnessy,490469.6253,5453889.1563
Break and Enter Residential/Other,2015,9,21,8,0,11XX W 37TH AVE,Shaughnessy,490484.1248,5453888.4043
Break and Enter Residential/Other,2017,8,26,1,48,11XX W 37TH AVE,Shaughnessy,490486.1225,5453888.3009
Break and Enter Residential/Other,2016,3,12,5,28,11XX W 38TH AVE,Shaughnessy,490374.265,5453791.6804
Break and Enter Residential/Other,2016,2,12,17,45,11XX W 38TH AVE,Shaughnessy,490389.2381,5453800.0136
Break and Enter Residential/Other,2017,12,29,23,0,11XX W 38TH AVE,Shaughnessy,490417.3428,5453798.4657
Break and Enter Residential/Other,2006,10,24,1,0,11XX W 38TH AVE,Shaughnessy,490438.4369,5453797.3039
Break and Enter Residential/Other,2004,1,9,20,35,11XX W 38TH AVE,Shaughnessy,490452.4043,5453787.3767
Break and Enter Residential/Other,2006,9,14,20,0,11XX W 38TH AVE,Shaughnessy,490452.4043,5453787.3767
Break and Enter Residential/Other,2018,8,4,10,45,11XX W 38TH AVE,Shaughnessy,490462.6829,5453795.9687
Break and Enter Residential/Other,2018,7,20,14,24,11XX W 39TH AVE,Shaughnessy,490414.7803,5453696.1861
Break and Enter Residential/Other,2018,1,5,17,45,11XX W 39TH AVE,Shaughnessy,490432.4795,5453686.1343
Break and Enter Residential/Other,2006,3,15,21,0,11XX W 39TH AVE,Shaughnessy,490432.5439,5453686.1314
Break and Enter Residential/Other,2007,5,6,11,53,11XX W 39TH AVE,Shaughnessy,490432.5439,5453686.1314
Break and Enter Residential/Other,2011,9,2,10,0,11XX W 39TH AVE,Shaughnessy,490432.5439,5453686.1314
Break and Enter Residential/Other,2018,7,10,5,22,11XX W 39TH AVE,Shaughnessy,490453.668,5453685.0615
Break and Enter Residential/Other,2021,12,25,3,35,11XX W 39TH AVE,Shaughnessy,490453.668,5453685.0615
Break and Enter Residential/Other,2006,8,30,21,34,11XX W 39TH AVE,Shaughnessy,490476.4784,5453693.0626
Break and Enter Residential/Other,2015,12,30,13,0,11XX W 40 AV,Shaughnessy,490450.6752,5453583.95
Break and Enter Residential/Other,2015,10,19,3,45,11XX W 40TH AVE,Shaughnessy,490404.394,5453586.2945
Break and Enter Residential/Other,2003,5,17,22,45,11XX W 40TH AVE,Shaughnessy,490413.5344,5453594.9872
Break and Enter Residential/Other,2005,12,30,21,12,11XX W 40TH AVE,Shaughnessy,490413.5344,5453594.9872
Break and Enter Residential/Other,2012,2,4,20,15,11XX W 40TH AVE,Shaughnessy,490413.5344,5453594.9872
Break and Enter Residential/Other,2014,12,29,20,21,11XX W 40TH AVE,Shaughnessy,490413.5344,5453594.9872
Break and Enter Residential/Other,2021,11,13,12,58,11XX W 40TH AVE,Shaughnessy,490430.3634,5453584.9791
Break and Enter Residential/Other,2013,2,21,18,0,11XX W 40TH AVE,Shaughnessy,490433.7824,5453593.9615
